github.com/AlDanial/cloc v 2.06  T=1.45 s (593.1 files/s, 232762.0 lines/s)
----------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                             blank        comment           code
./_legacy/sklearn/tests/test_docstrings.py                                                                          43             50            115
./_legacy/doc/modules/learning_curve.rst                                                                            36             37            114
./_legacy/examples/gaussian_process/plot_gpr_noisy.py                                                               23             90            114
./_legacy/sklearn/preprocessing/_target_encoder_fast.pyx                                                            28             25            114
./_legacy/examples/cluster/plot_linkage_comparison.py                                                               30             35            113
./_legacy/examples/kernel_approximation/plot_scalable_poly_kernels.py                                               42             96            113
./_legacy/examples/manifold/plot_lle_digits.py                                                                      21             49            113
./_legacy/sklearn/utils/_random.pyx                                                                                 78            161            113
./_legacy/examples/classification/plot_classifier_comparison.py                                                     19             26            112
./_legacy/examples/text/plot_hashing_vs_dict_vectorizer.py                                                          64            207            112
./_legacy/sklearn/feature_selection/_base.py                                                                        37            118            112
./_legacy/sklearn/datasets/__init__.py                                                                              18             40            111
./_legacy/doc/Makefile                                                                                              23             20            110
./_legacy/sklearn/utils/class_weight.py                                                                             38             83            110
./tox.ini                                                                                                           10              0            110
./_legacy/examples/mixture/plot_concentration_prior.py                                                              22             33            109
./_legacy/examples/covariance/plot_robust_vs_empirical_covariance.py                                                22             59            108
./_legacy/examples/preprocessing/plot_scaling_importance.py                                                         46            109            107
./_legacy/sklearn/covariance/_empirical_covariance.py                                                               67            194            107
./_legacy/examples/release_highlights/plot_release_highlights_0_22_0.py                                             55            135            106
./_legacy/examples/semi_supervised/plot_semi_supervised_newsgroups.py                                               37             67            106
./_legacy/sklearn/datasets/_species_distributions.py                                                                57            125            105
./_legacy/sklearn/tree/_partitioner.pxd                                                                             22             56            105
./_legacy/examples/neural_networks/plot_mlp_training_curves.py                                                      20             20            104
./_legacy/sklearn/decomposition/_truncated_svd.py                                                                   57            161            104
./_legacy/sklearn/datasets/_california_housing.py                                                                   52             91            103
./_legacy/examples/decomposition/plot_image_denoising.py                                                            35             51            102
./_legacy/sklearn/_loss/link.py                                                                                     74            107            101
./benchmarks/suites/dosage_dataset/DT_COD1.txt                                                                       0              0            101
./benchmarks/suites/dosage_dataset/DT_COD2.txt                                                                       0              0            101
./benchmarks/suites/dosage_dataset/DT_CTRL.txt                                                                       0              0            101
./benchmarks/suites/dosage_dataset/DT_MIX1.txt                                                                       0              0            101
./benchmarks/suites/dosage_dataset/DT_MIX2.txt                                                                       0              0            101
./benchmarks/suites/dosage_dataset/DT_NCOD.txt                                                                       0              0            101
./benchmarks/suites/dosage_dataset/DT_RAND.txt                                                                       0              0            101
./benchmarks/suites/numba_dataset/NB_COD1.txt                                                                        0              0            101
./benchmarks/suites/numba_dataset/NB_COD2.txt                                                                        0              0            101
./benchmarks/suites/numba_dataset/NB_CTRL.txt                                                                        0              0            101
./benchmarks/suites/numba_dataset/NB_MIX1.txt                                                                        0              0            101
./benchmarks/suites/numba_dataset/NB_MIX2.txt                                                                        0              0            101
./benchmarks/suites/numba_dataset/NB_NCOD.txt                                                                        0              0            101
./benchmarks/suites/numba_dataset/NB_RAND.txt                                                                        0              0            101
./benchmarks/suites/partialleasesquares_dataset/PLS_COD1.txt                                                         0              0            101
./benchmarks/suites/partialleasesquares_dataset/PLS_COD2.txt                                                         0              0            101
./benchmarks/suites/partialleasesquares_dataset/PLS_CTRL.txt                                                         0              0            101
./benchmarks/suites/partialleasesquares_dataset/PLS_MIX1.txt                                                         0              0            101
./benchmarks/suites/partialleasesquares_dataset/PLS_MIX2.txt                                                         0              0            101
./benchmarks/suites/partialleasesquares_dataset/PLS_NCOD.txt                                                         0              0            101
./benchmarks/suites/partialleasesquares_dataset/PLS_RAND.txt                                                         0              0            101
./benchmarks/suites/svm_dataset/SVM_COD1.txt                                                                         0              0            101
./benchmarks/suites/svm_dataset/SVM_COD2.txt                                                                         0              0            101
./benchmarks/suites/svm_dataset/SVM_CTRL.txt                                                                         0              0            101
./benchmarks/suites/svm_dataset/SVM_MIX1.txt                                                                         0              0            101
./benchmarks/suites/svm_dataset/SVM_MIX2.txt                                                                         0              0            101
./benchmarks/suites/svm_dataset/SVM_NCOD.txt                                                                         0              0            101
./benchmarks/suites/svm_dataset/SVM_RAND.txt                                                                         0              0            101
